chembl_id,canonical_smiles,disease,pchembl,target_name,mol,ecfp,scaffold_rdkit,mol_wt,logp,hbd,hba,tpsa,rotatable_bonds,drug_likeness_pass
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,MALARIA,4.0,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956C00>,[0 0 0 ... 0 0 0],O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.27300000000002,1.7696,2,2,58.2,2,True
CHEMBL6549,Nc1nc(N)c2cc(Br)ccc2n1,MALARIA,5.59999938302362,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956B90>,[0 0 0 ... 0 0 0],c1ccc2ncncc2c1,239.076,1.5567,2,4,77.82,0,True
CHEMBL6552,Nc1nc(N)c2c(S(=O)(=O)c3ccc(Cl)c(Cl)c3)cccc2n1,MALARIA,4.240000028179,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956B20>,[0 0 0 ... 0 0 0],O=S(=O)(c1ccccc1)c1cccc2ncncc12,369.23300000000006,2.9338000000000006,2,6,111.96,2,True
CHEMBL6877,Nc1nc(N)c2cc(Sc3ccc(Cl)c(Cl)c3)ccc2n1,MALARIA,7.96018944585165,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956AB0>,[0 0 0 ... 0 0 0],c1ccc(Sc2ccc3ncncc3c2)cc1,337.235,4.252200000000001,2,5,77.82,2,True
CHEMBL6693,Nc1nc(N)c2c(S(=O)(=O)c3ccc4ccccc4c3)cccc2n1,MALARIA,4.820000071285178,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956A40>,[0 0 0 ... 0 0 0],O=S(=O)(c1ccc2ccccc2c1)c1cccc2ncncc12,350.4030000000001,2.7802000000000016,2,6,111.96,2,True
CHEMBL6613,CCOC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,MALARIA,3.929999996198484,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9569D0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,289.339,1.0488,2,7,106.3,3,True
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,MALARIA,6.4089353929735005,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956960>,[0 0 0 ... 0 0 0],c1ccc(-c2cncnc2)cc1,248.71700000000004,2.5238000000000005,2,4,77.82,2,True
CHEMBL6661,CC(C)(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,MALARIA,5.135004967236027,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9568F0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,273.38399999999996,2.1696,2,5,80.0,1,True
CHEMBL6742,CC1(C)N=C(N)N=C(N)N1c1ccccc1,MALARIA,5.861697301833718,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956880>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,217.27600000000004,0.8720999999999999,2,5,79.99999999999999,1,True
CHEMBL6812,Cc1c(NC(=O)Cc2ccc(Cl)c(Cl)c2)ccc2nc(N)nc(N)c12,MALARIA,7.770062314092066,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956810>,[0 0 0 ... 0 0 0],O=C(Cc1ccccc1)Nc1ccc2ncncc2c1,376.2470000000001,3.5906200000000013,3,5,106.92,3,True
CHEMBL6899,COc1cc(CN2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC,MALARIA,5.657577319177793,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9567A0>,[0 0 0 ... 0 0 0],c1ccc(CN2CCc3ncncc3C2)cc1,345.40300000000013,1.2251,2,8,108.75,5,True
CHEMBL6836,COC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,MALARIA,4.070000048899733,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956730>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,275.31199999999995,0.6586999999999998,2,7,106.3,2,True
CHEMBL6975,Nc1nc(N)c2c(CSc3ccc4ccccc4c3)cccc2n1,MALARIA,8.0,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9566C0>,[0 0 0 ... 0 0 0],c1ccc2cc(SCc3cccc4ncncc34)ccc2c1,332.4320000000001,4.239700000000002,2,5,77.82,3,True
CHEMBL7062,Nc1nc(N)c2c(n1)CCC(Cc1ccc(OC(F)(F)F)cc1)C2,MALARIA,6.769551078621726,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956650>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,338.333,2.887200000000001,2,5,87.05,3,True
CHEMBL6772,Nc1nc(N)c2c(Cl)c(Cl)ccc2n1,MALARIA,6.699991797446187,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9565E0>,[0 0 0 ... 0 0 0],c1ccc2ncncc2c1,229.07000000000002,2.101,2,4,77.82,0,True
CHEMBL6642,Nc1nc(N)c2c([S+]([O-])c3ccc(Cl)c(Cl)c3)cccc2n1,MALARIA,4.259999979340046,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956570>,[0 0 0 ... 0 0 0],c1ccc([SH+]c2cccc3ncncc23)cc1,353.23400000000004,3.2677000000000005,2,5,100.88,2,True
CHEMBL6841,Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc(Br)cc3)ccc2n1,MALARIA,7.890084136976206,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956500>,[0 0 0 ... 0 0 0],O=C(Cc1ccccc1)Nc1ccc2ncncc2c1,406.67100000000005,3.391300000000001,3,5,106.92,3,True
CHEMBL6979,Nc1nc(N)c2cc([S+]([O-])c3ccc4ccccc4c3)ccc2n1,MALARIA,8.15002808767115,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956490>,[0 0 0 ... 0 0 0],c1ccc2cc([SH+]c3ccc4ncncc4c3)ccc2c1,334.40400000000005,3.1141000000000014,2,5,100.88,2,True
CHEMBL7063,COc1cc(CC2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC,MALARIA,7.42021640338319,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956420>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,344.41500000000013,2.0144,2,7,105.51,5,True
CHEMBL6666,CN(C)C(=O)c1cccc(COc2ccc(N3C(N)=NC(N)=NC3(C)C)cc2Cl)c1,MALARIA,7.92002334247534,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9563B0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccc(OCc2ccccc2)cc1,428.9240000000001,2.8063000000000002,2,7,109.53999999999999,5,True
CHEMBL6671,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCCCOc2cccc(C(F)(F)F)c2)c1,MALARIA,7.329995952792919,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956340>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1cccc(OCCCCOc2ccccc2)c1,449.47700000000015,4.128900000000003,2,7,98.46,8,True
CHEMBL7049,Cc1c(NC(=O)Cc2ccc3ccccc3c2)ccc2nc(N)nc(N)c12,MALARIA,8.379968104873702,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9562D0>,[0 0 0 ... 0 0 0],O=C(Cc1ccc2ccccc2c1)Nc1ccc2ncncc2c1,357.41700000000014,3.4370200000000004,3,5,106.92,3,True
CHEMBL6755,CC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,MALARIA,4.399999967876858,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956260>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,259.31299999999993,1.0746999999999998,2,6,97.07,2,True
CHEMBL6962,CCCCc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,MALARIA,6.214984037363559,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9561F0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,273.38399999999996,2.2146999999999997,2,5,80.0,4,True
CHEMBL7246,N#Cc1ccc2nc(N)nc(N)c2c1,MALARIA,4.920000156997057,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956180>,[0 0 0 ... 0 0 0],c1ccc2ncncc2c1,185.19,0.66588,2,5,101.61,0,True
CHEMBL6741,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,MALARIA,7.119987161633229,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956110>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,296.172,1.6346,2,5,79.99999999999999,1,True
CHEMBL6970,Nc1nc(N)c2c(n1)CCC(Cc1ccccc1)C2,MALARIA,6.7447274948966935,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9560A0>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,254.337,1.9886,2,4,77.82,2,True
CHEMBL6971,Nc1nc(N)c2c(n1)CCC(Cc1ccc(Cl)c(Cl)c1)C2,MALARIA,5.136677139879544,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD956030>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,323.2270000000001,3.2954000000000017,2,4,77.82,2,True
CHEMBL7130,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,MALARIA,7.014989367085818,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955FC0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,251.72100000000003,1.5254999999999999,2,5,79.99999999999999,1,True
CHEMBL7134,Nc1nc(N)c2c(CCc3ccc4ccccc4c3)cccc2n1,MALARIA,7.700057099977233,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955F50>,[0 0 0 ... 0 0 0],c1ccc2cc(CCc3cccc4ncncc34)ccc2c1,314.39200000000005,3.7326000000000024,2,4,77.82,3,True
CHEMBL6949,Cc1c(NC(=O)Cc2ccc(Cl)cc2)ccc2nc(N)nc(N)c12,MALARIA,7.4800408192479315,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955EE0>,[0 0 0 ... 0 0 0],O=C(Cc1ccccc1)Nc1ccc2ncncc2c1,341.80200000000013,2.937219999999999,3,5,106.92,3,True
CHEMBL6950,NCc1ccc2nc(N)nc(N)c2c1,MALARIA,5.030000139977383,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955E70>,[0 0 0 ... 0 0 0],c1ccc2ncncc2c1,189.22199999999998,0.2528999999999996,3,5,103.83999999999999,1,True
CHEMBL7139,COc1ccc(OC)c(CN2CCc3nc(N)nc(N)c3C2)c1,MALARIA,5.853871964321762,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955E00>,[0 0 0 ... 0 0 0],c1ccc(CN2CCc3ncncc3C2)cc1,315.37700000000007,1.2164999999999997,2,7,99.52,4,True
CHEMBL7586,Nc1nc(N)c2c(n1)CCC(Cc1ccsc1)C2,MALARIA,6.886056647693163,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955D90>,[0 0 0 ... 0 0 0],c1ncc2c(n1)CCC(Cc1ccsc1)C2,260.36600000000004,2.0500999999999996,2,5,77.82,2,True
CHEMBL7275,Nc1nc(N)c2cc(C=O)ccc2n1,MALARIA,5.0,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955D20>,[0 0 0 ... 0 0 0],c1ccc2ncncc2c1,188.19,0.6067000000000002,2,5,94.89,1,True
CHEMBL7004,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,MALARIA,6.935006439451611,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955CB0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,231.30300000000003,1.1805199999999996,2,5,80.0,1,True
CHEMBL7005,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,MALARIA,6.769551078621726,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955C40>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,235.26600000000002,1.0111999999999999,2,5,79.99999999999999,1,True
CHEMBL7070,Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,MALARIA,5.420000452721523,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955BD0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,231.303,1.1805199999999998,2,5,80.0,1,True
CHEMBL7170,Nc1nc(N)c2c(n1)CCC(CC1CCCO1)C2,MALARIA,6.568636235841013,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955B60>,[0 0 0 ... 0 0 0],c1ncc2c(n1)CCC(CC1CCCO1)C2,248.32999999999993,1.3149999999999995,2,5,87.05,2,True
CHEMBL426,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,MALARIA,7.522878745280337,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955AF0>,[0 1 0 ... 0 0 0],c1ccc(NCc2cnc3ncncc3n2)cc1,454.44700000000023,0.2684000000000012,5,10,210.53999999999996,9,True
CHEMBL7191,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccccc2)cc1,MALARIA,6.360015472279256,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955A80>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccc(OCc2ccccc2)cc1,323.40000000000003,2.4511000000000003,2,6,89.22999999999999,4,True
CHEMBL7077,Cc1cccc2nc(N)nc(N)c12,MALARIA,0.2999999999976362,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955A10>,[0 0 0 ... 0 0 0],c1ccc2ncncc2c1,174.207,1.10262,2,4,77.82,0,True
CHEMBL7035,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,MALARIA,6.400010940364876,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9559A0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccc(OCc2ccccc2)cc1,392.2900000000001,3.757900000000001,2,6,89.22999999999999,4,True
CHEMBL7176,Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc4ccccc4c3)ccc2n1,MALARIA,8.299988937677888,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955930>,[0 0 0 ... 0 0 0],O=C(Cc1ccc2ccccc2c1)Nc1ccc2ncncc2c1,377.8350000000001,3.782000000000002,3,5,106.92,3,True
CHEMBL7263,COc1ccc(OC)c(NCC2CCc3nc(N)nc(N)c3C2)c1,MALARIA,6.251811972993799,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9558C0>,[0 0 0 ... 0 0 0],c1ccc(NCC2CCc3ncncc3C2)cc1,329.40400000000005,1.8751999999999993,3,7,108.31,5,True
CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,MALARIA,7.0,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955850>,[0 0 0 ... 0 0 0],O=S(=O)(Nc1ccon1)c1ccccc1,253.28300000000002,1.3660199999999998,2,5,98.22,3,True
CHEMBL6948,CC1(C)N=C(N)N=C(N)N1c1cccc(C(F)(F)F)c1,MALARIA,6.288028105253829,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9557E0>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,285.273,1.8909,2,5,79.99999999999999,1,True
CHEMBL7571,CC(C)(C)C1CCc2nc(N)nc(N)c2C1,MALARIA,7.187086643357144,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955770>,[0 0 0 ... 0 0 0],c1ncc2c(n1)CCCC2,220.31999999999996,1.7919999999999998,2,4,77.82,0,True
CHEMBL7375,COc1ccc(OC)c(CC2CCc3nc(N)nc(N)c3C2)c1,MALARIA,7.468521082957745,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955700>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,314.38900000000007,2.0058,2,6,96.28,4,True
CHEMBL7779,Cc1cccc(CC2CCc3nc(N)nc(N)c3C2)c1,MALARIA,6.958607314841775,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955690>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,268.364,2.29702,2,4,77.82,2,True
CHEMBL7488,COc1cc(NCC2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC,MALARIA,6.537602002101044,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955620>,[0 0 0 ... 0 0 0],c1ccc(NCC2CCc3ncncc3C2)cc1,359.4300000000002,1.8837999999999995,3,8,117.54,6,True
CHEMBL7535,Nc1nc(N)c2c(n1)CCC(c1ccccc1)C2,MALARIA,5.721246399047171,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9555B0>,[0 0 0 ... 0 0 0],c1ccc(C2CCc3ncncc3C2)cc1,240.31,1.9135000000000002,2,4,77.82,1,True
CHEMBL7357,CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccccc2)c1,MALARIA,5.720000163638921,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955540>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1cccc(OCc2ccccc2)c1,323.40000000000003,2.4511000000000003,2,6,89.22999999999999,4,True
CHEMBL7403,Nc1nc(N)c2cc(NC(=O)Cc3ccc4ccccc4c3)ccc2n1,MALARIA,8.299988937677888,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9554D0>,[0 0 0 ... 0 0 0],O=C(Cc1ccc2ccccc2c1)Nc1ccc2ncncc2c1,343.39000000000004,3.1286000000000014,3,5,106.92,3,True
CHEMBL7492,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,MALARIA,7.886056647693163,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955460>,[0 0 0 ... 0 0 0],c1ccc(Cc2cnc3ncncc3c2)cc1,325.37200000000007,2.10562,2,7,109.17,4,True
CHEMBL7382,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CNC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)cc1,MALARIA,11.326979092871104,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9553F0>,[0 1 0 ... 0 0 0],c1ccc(NCc2cnc3ncncc3n2)cc1,584.5500000000004,-0.9791999999999939,8,12,288.96999999999997,13,False
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,MALARIA,6.886056647693163,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955380>,[0 0 0 ... 0 0 0],O=S(=O)(Nc1ncccn1)c1ccccc1,250.28300000000004,0.8596000000000001,2,5,97.97,3,True
CHEMBL7470,CNC(=O)NCC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,MALARIA,7.847711655616943,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955310>,[0 1 0 ... 0 0 0],c1ccc(NCc2cnc3ncncc3n2)cc1,468.4780000000002,-0.6673999999999958,6,10,214.36999999999998,8,False
CHEMBL7624,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCNC(=O)c2ccc(Cl)cc2)C(=O)O)cc1,MALARIA,11.27490547891853,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9552A0>,[0 1 0 ... 0 0 0],O=C(NCCCCNC(=O)c1ccc(NCc2cnc3ncncc3n2)cc1)c1ccccc1,578.0330000000004,2.2672000000000008,5,10,202.33999999999997,11,False
CHEMBL7341,CC1(C)N=C(N)N=C(N)N1c1ccc(I)cc1,MALARIA,5.679999565104943,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955230>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,343.172,1.4767000000000001,2,5,79.99999999999999,1,True
CHEMBL7452,COc1ccc(CC2CCc3nc(N)nc(N)c3C2)cc1,MALARIA,7.113509274827518,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9551C0>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,284.363,1.9971999999999996,2,5,87.05,3,True
CHEMBL7542,Cc1ccccc1CC1CCc2nc(N)nc(N)c2C1,MALARIA,6.958607314841775,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955150>,[0 0 0 ... 0 0 0],c1ccc(CC2CCc3ncncc3C2)cc1,268.364,2.29702,2,4,77.82,2,True
CHEMBL7684,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCNC(N)=O)C(=O)O)cc1,MALARIA,11.397940008672036,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD9550E0>,[0 1 0 ... 0 0 0],c1ccc(NCc2cnc3ncncc3n2)cc1,468.47800000000024,-0.5379999999999969,6,10,228.35999999999999,9,False
CHEMBL7435,CCCCOc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,MALARIA,6.109999674104146,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955070>,[0 0 0 ... 0 0 0],C1=NC=NCN1c1ccccc1,289.383,2.0509999999999997,2,6,89.23,5,True
CHEMBL7976,O=C(/C=C/c1ccccc1)c1ccccc1,MALARIA,4.0,Dihydrofolate reductase,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD955000>,[0 0 0 ... 0 0 0],O=C(C=Cc1ccccc1)c1ccccc1,208.26000000000002,3.5827000000000018,0,1,17.07,3,True
