chembl_id,canonical_smiles,disease,pchembl,target_name,mol,ecfp,scaffold_rdkit,mol_wt,logp,hbd,hba,tpsa,rotatable_bonds,drug_likeness_pass
CHEMBL417559,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(=O)O)C(c1ccccc1)c1ccccc1,DENGUE,7.397940008672037,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8209E0>,[0 1 1 ... 0 0 0],O=C(CNC(=O)CC(c1ccccc1)c1ccccc1)NCCC1CCCCC1,913.0159999999998,0.9363000000000037,11,11,323.7999999999999,26,False
CHEMBL421233,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)O)C(c1ccccc1)c1ccccc1,DENGUE,7.522878745280337,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820A50>,[0 1 1 ... 0 0 0],O=C(CNC(=O)CC(c1ccccc1)c1ccccc1)NCCC1CCCCC1,930.9559999999999,1.6617000000000046,10,10,323.7999999999999,27,False
CHEMBL4588900,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)CC5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(=O)C(C)C)n3)nc2c1C,DENGUE,8.337242168318426,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820AC0>,[0 1 1 ... 0 0 0],O=C(NC1CCCCCC=CC2CC2NC(=O)C2CC(Oc3cc(-c4cscn4)nc4ccccc34)CN2C1=O)OC1CCCC1,816.978,6.135320000000005,4,11,198.38,9,False
CHEMBL1170411,C=CCCCCS(=O)(=O)NC(=O)[C@H](CCC)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c1ccc(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)c(C=C)c1,DENGUE,6.422180183120112,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820B30>,[0 1 0 ... 0 0 0],c1ccc(Oc2cc(-c3ccccc3)nc3ccccc23)cc1,884.1089999999999,8.529600000000004,4,10,191.11999999999998,20,False
CHEMBL1170417,C=Cc1cc([C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)NS(=O)(=O)c2ccccc2C=C)ccc1Oc1cc(-c2ccccc2)nc2cc(OC)ccc12,DENGUE,6.69149982943955,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820BA0>,[0 1 0 ... 0 0 0],O=C(Cc1ccc(Oc2cc(-c3ccccc3)nc3ccccc23)cc1)NCC(=O)NS(=O)(=O)c1ccccc1,904.0989999999999,8.875400000000003,4,10,191.11999999999998,17,False
CHEMBL1170410,C=CCCCCS(=O)(=O)NC(=O)[C@H](CCC)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c1ccc(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)c(C=C)c1,DENGUE,6.414575898178345,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820C10>,[0 1 0 ... 0 0 0],c1ccc(Oc2cc(-c3ccccc3)nc3ccccc23)cc1,884.1089999999999,8.529600000000004,4,10,191.11999999999998,20,False
CHEMBL258734,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,DENGUE,7.697239738281265,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820C80>,[0 0 1 ... 0 0 0],O=C1NC2(C(=O)NS(=O)(=O)C3CC3)CC2C=CCCCCCCC(=O)N2CC(OC(=O)N3Cc4ccccc4C3)CC12,731.8439999999999,3.144300000000004,3,9,180.51999999999998,5,False
CHEMBL1170409,C=CCCCS(=O)(=O)NC(=O)[C@H](CCC)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c1ccc(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)c(C=C)c1,DENGUE,6.742858976069812,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820CF0>,[0 1 0 ... 0 0 0],c1ccc(Oc2cc(-c3ccccc3)nc3ccccc23)cc1,870.082,8.139500000000007,4,10,191.11999999999998,19,False
CHEMBL1170416,C=Cc1cc([C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)NS(=O)(=O)c2ccccc2C=C)ccc1Oc1cc(-c2ccccc2)nc2cc(OC)ccc12,DENGUE,6.474423738776309,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820D60>,[0 1 0 ... 0 0 0],O=C(Cc1ccc(Oc2cc(-c3ccccc3)nc3ccccc23)cc1)NCC(=O)NS(=O)(=O)c1ccccc1,904.0989999999999,8.875400000000003,4,10,191.11999999999998,17,False
CHEMBL1222903,O=C(O)CNc1nc(Cl)c(Cc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,DENGUE,5.555349148746845,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820DD0>,[0 0 0 ... 0 0 0],O=C(Cn1c(Cc2ccccc2)cncc1=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,678.0450000000003,3.760200000000002,4,9,176.55999999999997,11,False
CHEMBL1222902,O=C(O)CNc1nc(Cl)c(-c2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,DENGUE,5.236830361305078,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820E40>,[0 0 0 ... 0 0 0],O=C(Cn1c(-c2ccccc2)cncc1=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,664.0180000000004,3.836400000000002,4,9,176.55999999999997,10,False
CHEMBL1222752,C=C[C@@H]1C[C@]1(NC(=O)C(c1ccccc1)n1c(C)c(Cl)nc(NC(=O)OC(C)(C)C)c1=O)C(=O)NS(=O)(=O)C1CC1,DENGUE,5.147324768557144,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820EB0>,[0 1 0 ... 0 0 0],O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C(c1ccccc1)n1ccncc1=O,606.1010000000001,2.8108200000000005,3,9,165.56,9,False
CHEMBL1222749,Cc1c(Cl)nc(NC(=O)OC(C)(C)C)c(=O)n1C(C(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,DENGUE,5.796729909783022,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820F20>,[0 1 0 ... 0 0 0],O=C(NS(=O)(=O)c1ccccc1)c1ccccc1NC(=O)C(c1ccccc1)n1ccncc1=O,720.1260000000003,5.9177200000000045,3,9,165.55999999999997,8,False
CHEMBL1222901,O=C(O)CNc1nc(Cl)cn(C(C(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2ccccc2)c1=O,DENGUE,5.469273760456403,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD820F90>,[0 1 0 ... 0 0 0],O=C(NS(=O)(=O)c1ccccc1)c1ccccc1NC(=O)C(c1ccccc1)n1ccncc1=O,664.0180000000003,3.7588000000000017,4,9,176.55999999999997,10,False
CHEMBL5599838,CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,DENGUE,5.2546008706483045,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821000>,[0 1 0 ... 0 0 0],c1ccc(-c2nc3c(CNc4ccc5c(c4)CNC5)cccc3[nH]2)cc1,459.98100000000017,5.1643000000000026,4,4,81.84,6,False
CHEMBL5605069,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cc[nH]c12,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821070>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,311.772,3.676800000000002,3,2,56.92,2,True
CHEMBL5605549,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(=O)[nH]c12,DENGUE,4.183592970381362,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8210E0>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(=O)[nH]c12,294.314,1.7116999999999998,4,3,89.78,2,True
CHEMBL5598786,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,DENGUE,4.166024628720094,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821150>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ncc12,296.30499999999995,2.5575,3,3,69.81,2,True
CHEMBL5598898,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2ccncc12,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8211C0>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2ccncc12,323.783,3.7437000000000014,2,3,54.02,2,True
CHEMBL5604470,N#Cc1ccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)cc1,DENGUE,5.768530409569319,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821230>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(-c3ccccc3)nc12,397.4130000000001,4.096180000000001,3,4,93.6,3,True
CHEMBL5604471,Cc1c(C(=O)Nc2cc(-c3cccnc3)ccn2)cc(C2CC2)n1C,DENGUE,5.206139798657331,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8212A0>,[0 0 0 ... 0 0 0],O=C(Nc1cc(-c2cccnc2)ccn1)c1c[nH]c(C2CC2)c1,332.40700000000015,3.9202200000000023,1,4,59.81,4,True
CHEMBL5605238,O=C(Nc1ccc2c(c1)CNC2)c1ccc2c(C3=CCNCC3)csc2c1,DENGUE,4.2498774732166,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821310>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1ccc2c(C3=CCNCC3)csc2c1,375.4970000000001,4.133500000000002,3,4,53.160000000000004,3,True
CHEMBL5606201,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2nn(-c3ccccc3)nc12,DENGUE,5.32550628270365,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821380>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2nn(-c3ccccc3)nc12,389.84600000000006,3.929400000000002,2,5,71.84,3,True
CHEMBL5606202,Cc1[nH]c2ccccc2c1CN1CCC(c2c[nH]c3ncccc23)CC1,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8213F0>,[0 0 0 ... 0 0 0],c1ccc2c(CN3CCC(c4c[nH]c5ncccc45)CC3)c[nH]c2c1,344.46200000000005,4.732220000000003,2,2,47.71,3,True
CHEMBL5604326,C=CC[C@H]1NCc2cc(NC(=O)c3cccc4c3CC(=O)N4)ccc21,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821460>,[0 0 0 ... 0 0 0],O=C1Cc2c(cccc2C(=O)Nc2ccc3c(c2)CNC3)N1,333.391,3.153900000000001,3,3,70.22999999999999,4,True
CHEMBL5604328,N#C[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,DENGUE,4.998958942013906,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8214D0>,[0 1 0 ... 0 0 0],O=C(Nc1cccc(CNc2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,459.8970000000002,4.945580000000002,3,7,128.60999999999999,7,True
CHEMBL5604332,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,DENGUE,4.159787227805255,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821540>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ncc12,312.76,3.0718000000000005,3,3,69.81,2,True
CHEMBL5605090,C=CC[C@H]1NCc2cc(NC(=O)c3cc(F)cc4[nH]ncc34)ccc21,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8215B0>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ncc12,336.37,3.6747000000000014,3,3,69.81,4,True
CHEMBL5598631,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2c1CCC2,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821620>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2c1CCC2,312.8000000000001,3.6842000000000015,2,2,41.13,2,True
CHEMBL5605856,NCc1ccc([C@H]2C[C@@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1,DENGUE,5.16285365609094,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821690>,[0 0 0 ... 0 0 0],O=C(Nc1cccc(C2CC2c2ccccc2)c1)OCc1ccccc1,406.9130000000001,5.818500000000004,2,3,64.35,6,False
CHEMBL5606033,O=C1Cc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,DENGUE,5.205646329690553,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821700>,[0 0 0 ... 0 0 0],O=C1Cc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,293.32599999999996,2.0366999999999997,3,3,70.23,2,True
CHEMBL5606384,CNC(=O)[C@H](Nc1cc(CN)cc(-c2nn[nH]n2)c1)c1cc(Cl)cc(C2CC2)c1,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821770>,[0 1 0 ... 0 0 0],c1cc(NCc2cccc(C3CC3)c2)cc(-c2nn[nH]n2)c1,411.8970000000002,2.7554000000000007,4,6,121.61,7,True
CHEMBL5604164,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(C(F)(F)F)cc12,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8217E0>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ccc12,345.324,4.042200000000002,3,2,56.92,2,True
CHEMBL5604338,O=C(Nc1ccc2c(c1)CNC2)c1ccc2[nH]cc(C3CCNCC3)c2c1,DENGUE,4.5062074689303335,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821850>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1ccc2[nH]cc(C3CCNCC3)c2c1,360.4610000000002,3.490400000000002,4,3,68.95,3,True
CHEMBL5604344,O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]c(=O)[nH]c12,DENGUE,4.485080533509683,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8218C0>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(=O)[nH]c12,373.21000000000004,2.4741999999999997,4,3,89.78,2,True
CHEMBL5605251,CC(C)CNC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,DENGUE,4.842482791467388,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821930>,[0 1 0 ... 0 0 0],O=S(=O)(Nc1ccccc1)c1ccc(Oc2ccccc2)cc1,493.41200000000015,5.972300000000004,2,4,84.50000000000001,8,False
CHEMBL5605255,C=CC[C@H]1NCc2cc(N[C@H](C(=O)NC(C)C)c3cc(Cl)cc4[nH]ncc34)ccc21,DENGUE,4.087082141579271,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD8219A0>,[0 1 0 ... 0 0 0],c1cc(CNc2ccc3c(c2)CNC3)c2cn[nH]c2c1,423.9480000000001,4.614500000000003,4,4,81.83999999999999,7,True
CHEMBL5605561,O=C(Nc1ccc2c(c1)CNC2)c1cccc2c(C3CNC3)n[nH]c12,DENGUE,4.492481444423576,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821A10>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2c(C3CNC3)n[nH]c12,333.39500000000004,2.1052,4,4,81.84,3,True
CHEMBL5598717,O=C(Nc1cc(Cl)cc([C@H]2CN(Cc3ccccc3)C[C@@H]2c2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,DENGUE,5.178159072799546,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821A80>,[0 0 0 ... 0 0 0],O=C(Nc1cccc(C2CN(Cc3ccccc3)CC2c2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,565.0770000000002,6.6520000000000055,2,6,96.03,8,False
CHEMBL5598718,Clc1cc(CNc2ccc3c(c2)CNC3)c2cn[nH]c2c1,DENGUE,4.411459394032273,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821AF0>,[0 0 0 ... 0 0 0],c1cc(CNc2ccc3c(c2)CNC3)c2cn[nH]c2c1,298.777,3.4316000000000004,3,3,52.74,3,True
CHEMBL5605097,Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,DENGUE,5.227751660028146,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821B60>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(-c3ccccc3)nc12,386.4300000000001,4.532920000000002,3,3,69.81,3,True
CHEMBL5598927,O=C1Cc2c(cc(Br)cc2C(=O)Nc2ccc3c(c2)CNC3)N1,DENGUE,4.072886388066239,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821BD0>,[0 0 0 ... 0 0 0],O=C1Cc2c(cccc2C(=O)Nc2ccc3c(c2)CNC3)N1,372.2220000000001,2.7992,3,3,70.23,2,True
CHEMBL5606232,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cn[nH]c12,DENGUE,4.3470577980080085,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821C40>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2cn[nH]c12,278.315,2.4184,3,3,69.81,2,True
CHEMBL5605103,Cc1ccccc1-c1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(F)cc2[nH]1,DENGUE,5.658367664221946,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821CB0>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(-c3ccccc3)nc12,386.4300000000001,4.5329200000000025,3,3,69.81,3,True
CHEMBL5605115,O=C(Nc1cc(Br)c2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,DENGUE,4.121943769469485,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821D20>,[0 0 0 ... 0 0 0],O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ncc12,375.201,3.3200000000000003,3,3,69.81,2,True
CHEMBL5598575,COCCNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,DENGUE,4.002176919254275,NS3 protease,<rdkit.Chem.rdchem.Mol object at 0x0000021ACD821D90>,[0 1 0 ... 0 0 0],c1cc(CNc2ccc3c(c2)CNC3)cc(C2CC2)c1,399.9220000000002,3.7364000000000015,3,4,62.39,8,True
